,text
865,Completely in love with my @apple #iphone6 right now. Playing with my #newphone &amp; digging into some @pappajohns. Day=Complete #pizza
866,#AAPL:Apple heads to trial over digital music claims...http://t.co/vOpYSuiVKi
867,@dougluberts @drakecraytel @Apple it is a universal problem with 128gb models. Some people think there will be a total recall.
868,@stevewoz @Outback Its good to see you doing these videos on apple ii and doing possible @apple related projects is all very exciting.
869,"My keyboard only ever freezes up when I'm trying to talk to Ian, @apple why do u hate the sophian"
870,Yall need to fix this flicker/flash when I swipe up to close apps @Apple
871,"Spent 6000 EUR at Apple. iPhone 6 camera no longer works.Told I got water in it,I did not. Unacceptable customer service @apple"
872,"RT @JPDesloges: APPLE - Fibonacci Technicals Levels - LAST Intraday  Update - $AAPL #aapl 
http://t.co/9tLzXOlfzG"
873,#AAPL:Alabama Anti-Discrimination Bill To Be Named After Apple CEO Tim Cook...http://t.co/J6hGjmjBZD
874,RT @MariaBartiromo: Apple breaks $700B market cap http://t.co/z7JcEFcGZD @Apple @OpeningBellFBN @FoxBusiness @MBlockRhino  #JohnSpallanzani
875,Goodbye graphics problems. Thank you @apple for such great customer service. http://t.co/XVB8utXOU3
876,Steve Wozniak calls @Apple's legendary garage 'a bit of a myth' http://t.co/Wl2kJTcRNR
877,Very displeased with the lack of #BDSM themed #Emojis. @Apple @Android
878,"#New @Apple [#Apple] #iPhone with 4in screen for #one. (#Sunday, 7 #December) http://t.co/cBdPX3qCVh"
879,How many of @apple's top apps of 2014 do you have downloaded on your phone? http://t.co/BTOgs1cDGc
880,"Big Spending by Consumers on Cyber Monday

#CyberMonday, #PayPal, #Apple, #AAPL, #eBay, #WalMart, #WMT, #Sales,... http://t.co/pB6WltjTzZ"
881,"@FaZeNikan @Apple lol iPhone,weak. Get on that Lumia level bruh"
882,5 Companies Growing Faster Than Apple Inc. http://t.co/SvbEfgMS7O #AAPL
883,Check out our Founder @gernieb views on @Apple &amp; @facebook #EggFreezing benefits for female engineers: https://t.co/vHZ1RcNWru #WomenInTech
884,Steve Jobs emails featured in Apple iPod US antitrust trial http://t.co/UNEs9ioHtF #AAPL
885,can we get a touch screen macbook @apple
886,Strategic steps towards Full-Time #Trading http://t.co/JH7BMS1Kgb  #stocks #futures #forex #trader #es  #baba #aapl #gpro #fb #eem #eSignal
887,@Shagale @apple why'd you do this to us?!
888,Aye @apple why don't you guys make the apple headphones in different colors?
889,RT @QueenCleo_92: Why are your phone chargers so terrible @apple Fix this @Jesus
890,Does @apple store in Georgetown sell refurb'd iPads? Or just new? Are refurbs only available online?
891,what the hell is this 5gbs of 'other' data on my phone @Apple?????????
892,WHAT THE ACTUAL FUCK @apple
893,Just another reason to hate @Apple!!!!!!!!!!!
894,Why are your phone chargers so terrible @apple Fix this @Jesus
895,Explore all the Apple rumours for 2015 http://t.co/dFfeIjBDZE #Apple2015 #TechIreland @Apple http://t.co/M6vrskWmLF
896,@Facebook founder attacks @Apple boss over 'ridiculous' comments http://t.co/pverWexJv8
897,First tweet from my new @apple #iPhone 6 Plus. #newtoy
898,@Juicy_Potato @Apple tbh annoyed with apple's shit at the moment
899,@Amy_Mc blame @apple and their rubbish memory on my phone
900,"Video Shows Size of 12.2-Inch 'iPad Air Plus' Mockup Next to iPhones, iPads, and MacBook http://t.co/B3V5X45stZ #AAPL"
901,@OneRepublic @Apple wow that's amazing
902,@Apple co-founder Steve Wozniak talks about Steve Jobs &amp; Apples early days. via @DesignTaxi http://t.co/JWxSOuTLP7
903,@Swift_Addiction: lol @apple quicktime MOVs
904,Survey feedback on @Apple iWatch positioning as a fashion accessory over geek-centric gadget http://t.co/33xSmA4r9J http://t.co/LrpnZNR4rY
905,@apple don't delete music off of my iPhone that I payed GOOD MONEY FOR
906,@Apple now is your chance with Apple TV.  #Verizon #FIOS is going downhill fast.  They are now using crappy plastic STBs with no displays!
907,"WTF @Apple, synching notes or iCloud pages is unusable. It used to be easier."
908,Apple Launches Ten Holiday-Themed iTunes Radio Stations [iOS Blog] http://t.co/fF0JIspy7s #AAPL
909,I hate these @apple earphones so bad. Why in the world did they think it was a good idea to p http://t.co/X7lIGAQeG5 http://t.co/ihR2OGZa6s
910,fuck u @apple
911,"Up 169%, Is #Apple Supplier #Skyworks Still A Buy? #SWKS  #AAPL #BRCM #MU #QCOM #VTI http://t.co/YcxoMNmHqo"
912,@britt_bumgarner @briannalengy I mean it didn't auto correct so who is really at fault here @apple
913,"@Apple [#Apple] #Patents An #iPhone Drop Protection Mechanism That Changes Device .... (#Tuesday, 2 #December) http://t.co/W5X6P2CgAw"
914,"RT @mrushh: hey @apple why is my phone dying when it's on the charger 
ur stuff sucks"
915,CNBCTV: Buy #Apple's pullback? http://t.co/nlu6irYKVL #aapl
916,"Apple Watch's high-priced fashion focus on the mark, survey says $AAPL #aapl
http://t.co/1d9CjG42iQ"
917,Foreign Currency Exchange May Be A Headwind For #Apple #AAPL http://t.co/HH6LjnOq0x
918,@MacRumors @kellyhodgkins I believe it I bought an @amazon Fire TV for $69 @Apple You've lost another customer
919,@sampepper can not believe that @apple are still with you given the nature of what u have been accused of.   disgusting.
920,@OneRepublic @Apple FOLLOW ME PLS
921,@Siri @Apple @SteveJobs @alarmthatdidntgooff this is disrespectful
922,TWDanceCenter #UrbanNutcracker @Apple Store in Boylston St. @ 6.30pm. Enjoy some #krumping . Meet the director &amp; @RussellFerg
923,@apple #macos #yosemite is a buggy piece of shit. It makes me miss #windows8.
924,"JMP Securities Thinks #Apple, Inc. Is Going to $150: Time to Sell? | The Motley Fool #aapl http://t.co/LpjS6iyh0I"
925,Apple Releases Final Cut Pro 10.1.4 and Xcode 6.1.1 [Mac Blog] http://t.co/LjOSIwSpy7 #AAPL
926,Activation of AirDrop on iOS 8.1.1 kills WiFi !! What have you done @Apple ???
927,Dear @apple. Worst idea ever. Fix it. http://t.co/TSisv9EJhg
928,non-banks @google @apple @PayPal @Moven @Venmo #FinTech via @stevedenning Can Banks Master Disruptive Innovation? http://t.co/LQ5PgE7vRF
929,"#AAPL:iPad Mini 3 vs Sony Xperia Z3 Tablet Compact: Step Aside Sony, Apple S...http://t.co/85qGEiH7LO"
930,#CNBC   how does that fat finger on #AAPL look NOW!  #@BobPisani only a few days later
931,.@Apple it really makes it hard to spend money on apps with functionality that might soon disappear on the Today Menu.  Please stop this.
932,I HAVE BEEN THROUGH ABOUT 18 IPHONE 5 CHARGERS @apple @stevejobs @WTF @!!!!!!!!!!!! @notcool
933,Siri be on that bull shit telling me it's not gonna rain and shit da fuck I pay for her for @apple
934,"Crystal Baller: Rebirth of the 4-inch iPhone and other insane Apple rumors $AAPL #aapl
http://t.co/yvpAZQUmNt"
935,How is my battery already 83% within 15 minutes of usage. Fix up @apple
936,@apple is laughing its pants off with the school programs here in Australia. They even manage to wringe money out of the poorest of people
937,I had the Facebook app but my dumbass deleted it and now I can't redownload cause it says I need iOS7 suck my fucking ass @apple
938,Late Apple Inc. Co-Founder Steve Jobs 'Testifies' In iTunes Case http://t.co/UmRfdsVfZO #AAPL
939,"What is HomeKit? Soon you'll control your home with your iPhone $AAPL #aapl
http://t.co/16qbQo1PRK"
940,@apple #YosemiteProblems Erases my saved pass words every day. This is getting annoying.
941,I don't know what you're trying to do @apple but phone updates are turned off. Thanks for letting me 'aware' by error http://t.co/yMyoY61hz5
942,Who knows someone that works or has worked @apple in Cupertino? #bayarea #techies
943,NO CALLER ID must be able to be BLOCKED on @AppIeOfflciaI products. @applenws @apple #Apple #iPhone6 #iPhone6Plus
944,@TeamCavuto @JustinRaimondo @Apple it's you
945,@PatrickPaltrow @Apple between 4 and 8
946,Man the @ESPN3 app on @apple TV is some hot garbage.
947,"#iPhone #users face big change over @Apple [#Apple]'s Google search choice. (#Monday, 1 #December) http://t.co/fA3KKjQQdA"
948,RT @nicwill30: Shout out to @Apple for making crappy iPhone alarms that don't go off and make me late for my final..
949,RT @NYDailyNews Steve Wozniak @stevewoz reveals that @Apple did not start in a garage. http://t.co/8rqzuBCOpx  http://t.co/mUrpwQ3kHB
950,@apple @iBooks is awesome. Thank You!
951,.@Apple Store is coming to Brooklyn http://t.co/sD7pb4OUcB
952,@jokigenki @Apple I think it's like 2011? Can't look right now.
953,Pacific Crest's #Apple Analyst Reiterates Selling Some Shares - Forbes #aapl http://t.co/4WRGdhxi0G
954,#Winter can be scary but you can stay safe #Winnipeg with our free @Apple app http://t.co/wYJVGqW6qT
955,Full-Time #Trader? #trading #stocks #futures #forex #trader #es  #baba #aapl #gpro #fb #eem #eSignal http://t.co/JH7BMS1Kgb
956,Lol tryna figure out why this file say its from 1984? @tim_cook @apple @StephanieKMBC http://t.co/oxgYTgW3P7
957,Anyone else notice the arm hair color of the Fallon/Timberlake hand models is backwards in the @apple iPhone gaming spot?
958,"Oh @apple, why do I have to delete my unwanted photos eight times. Once is enough. I don't want a 'recently deleted' folder."
959,@Apple honestly sucks
960,3 Reasons #Apple Is a Potential Warren Buffett Stock and 1 Reason It Isn't | The Motley Fool #aapl http://t.co/BnSCg3I2yo
961,Hey @panerabread how about you teach your people how to use @apple pay?
962,fuck you too @apple
963,@Apple pls let me know when yr sorti out problems wi ipadmini its freezing slow http://t.co/Ou8SsWA6jT
964,Major News Outlets Seek Permission to Share Steve Jobs' iPod Lawsuit Deposition Video http://t.co/K1o0qEEVZL #AAPL
965,CNBCTV:  #Apple arguably most innovative company in world: Pro #aapl http://t.co/xWVD3zCkHu
966,@Apple can you please make a charger that actually last
967,WHY DO I HAVE 5 GROUP MESSAGES WITH THE SAME PEOPLE. @apple
968,Thank you to the nice lady at @Apple in #RegentsStreet for helping me grab my phone today ^_^ You are a life saver!
969,@DannyRosin @Apple It will be interesting to watch how/if this is resolved.
970,RT @RaviMikkelsen: @HRHound @MandoGallegos Nice! If the actor had on an iWatch he'd have the entire suite of @Apple products. #sponsorDeal
971,@MrBeagleman @Kronykal @Apple That coffee's not even fair trade!
972,Could #Apple Inc. Sell 24 Million #AppleWatches in 2015? | The Motley Fool #aapl http://t.co/JA0hy8d4U3
973,Dear @apple replace my phone my battery sucks
974,"Apple: $115 fits to 8.4% increase in earnings. Use 2014Q3 EPS=$1.42 in  #free IOS App Donkey Stocks. #AAPL
https://t.co/8CBUgrEHZS"
975,Why is Tom automatically capitalized and tommy isn't?? @apple you need to fix this. #autocorrectprobs
976,"The difference between @Apple and everyone else, in one photo http://t.co/RXaKDAJrwm via @qz"
977,Former Apple Inc. Exec Gets A Year In Prison For Selling Secrets http://t.co/6Ya9YQwVlR #AAPL
